"Station Name","AMHERSTBURG"
"Province","ONTARIO"
"Latitude","42.10"
"Longitude","-83.09"
"Elevation","182.00"
"Climate Identifier","6130257"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-08-19","2015","08","19","†","30.5","","22.0","","26.3","","0.0","","8.3","","30.2","","0.0","","30.2","","0","","","","",""
"2015-08-20","2015","08","20","†","25.0","","17.0","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-21","2015","08","21","†","26.5","","15.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-22","2015","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-23","2015","08","23","†","28.0","","15.0","","21.5","","0.0","","3.5","","0.6","","0.0","","0.6","","0","","","","",""
"2015-08-24","2015","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-25","2015","08","25","†","19.0","","14.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-26","2015","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-27","2015","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-28","2015","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-29","2015","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-30","2015","08","30","†","29.0","","19.0","","24.0","","0.0","","6.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2015-08-31","2015","08","31","†","30.5","","17.5","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-01","2015","09","01","†","32.0","","18.0","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-02","2015","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-03","2015","09","03","†","32.0","","20.0","","26.0","","0.0","","8.0","","57.2","","0.0","","57.2","","0","","","","",""
"2015-09-04","2015","09","04","†","30.0","","18.5","","24.3","","0.0","","6.3","","2.6","","0.0","","2.6","","0","","","","",""
"2015-09-05","2015","09","05","†","26.5","","19.5","","23.0","","0.0","","5.0","","0.8","","0.0","","0.8","","0","","","","",""
"2015-09-06","2015","09","06","†","31.5","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-07","2015","09","07","†","32.5","","18.0","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-08","2015","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-09","2015","09","09","†","25.5","","21.0","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-10","2015","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-11","2015","09","11","†","20.5","","15.0","","17.8","","0.2","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"2015-09-12","2015","09","12","†","19.0","","11.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-13","2015","09","13","†","20.0","","9.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-14","2015","09","14","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-15","2015","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-16","2015","09","16","†","27.5","","13.0","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-17","2015","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-18","2015","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-19","2015","09","19","†","22.0","","19.5","","20.8","","0.0","","2.8","","2.2","","0.0","","2.2","","0","","","","",""
"2015-09-20","2015","09","20","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-21","2015","09","21","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-22","2015","09","22","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-23","2015","09","23","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-24","2015","09","24","†","26.5","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-25","2015","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-26","2015","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"2015-09-27","2015","09","27","†","25.5","","14.5","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-28","2015","09","28","†","26.5","","19.0","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-09-29","2015","09","29","†","22.5","","17.0","","19.8","","0.0","","1.8","","9.8","","0.0","","9.8","","0","","","","",""
"2015-09-30","2015","09","30","†","18.5","","12.5","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-01","2015","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-02","2015","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-03","2015","10","03","†","13.5","","","M","","M","","M","","M","8.8","","0.0","","8.8","","0","","","","",""
"2015-10-04","2015","10","04","†","17.5","","8.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-05","2015","10","05","†","23.0","","12.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-06","2015","10","06","†","20.5","","13.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-07","2015","10","07","†","23.0","","11.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-08","2015","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-09","2015","10","09","†","17.0","","14.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-10","2015","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-11","2015","10","11","†","22.5","","10.0","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-12","2015","10","12","†","24.5","","13.0","","18.8","","0.0","","0.8","","0.0","T","0.0","","0.0","T","0","","","","",""
"2015-10-13","2015","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-14","2015","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-15","2015","10","15","†","19.5","","","M","","M","","M","","M","1.2","","0.0","","1.2","","0","","","","",""
"2015-10-16","2015","10","16","†","15.0","","4.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-17","2015","10","17","†","9.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-18","2015","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-19","2015","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-20","2015","10","20","†","22.0","","12.5","","17.3","","0.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2015-10-21","2015","10","21","†","21.5","","12.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-22","2015","10","22","†","19.5","","14.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-23","2015","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-24","2015","10","24","†","20.0","","10.0","","15.0","","3.0","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"2015-10-25","2015","10","25","†","16.0","","9.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-26","2015","10","26","†","15.5","","2.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-10-27","2015","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-28","2015","10","28","†","16.0","","10.0","","13.0","","5.0","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"2015-10-29","2015","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-30","2015","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"2015-10-31","2015","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-01","2015","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-02","2015","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-03","2015","11","03","†","22.0","","6.5","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-04","2015","11","04","†","23.0","","5.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-05","2015","11","05","†","22.0","","11.0","","16.5","","1.5","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"2015-11-06","2015","11","06","†","18.0","","12.0","","15.0","","3.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2015-11-07","2015","11","07","†","12.5","","7.0","","9.8","","8.2","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2015-11-08","2015","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-09","2015","11","09","†","14.5","","-1.5","","6.5","","11.5","","0.0","","12.2","","0.0","","12.2","","0","","","","",""
"2015-11-10","2015","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-11","2015","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-12","2015","11","12","†","10.5","","7.5","","9.0","","9.0","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"2015-11-13","2015","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-14","2015","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-15","2015","11","15","†","17.0","","5.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-16","2015","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-17","2015","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-18","2015","11","18","†","16.0","","12.0","","14.0","","4.0","","0.0","","11.6","","0.0","","11.6","","0","","","","",""
"2015-11-19","2015","11","19","†","14.5","","7.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-20","2015","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-21","2015","11","21","†","2.0","","-0.5","","0.8","","17.2","","0.0","","1.6","","10.0","","11.6","","0","T","","","",""
"2015-11-22","2015","11","22","†","1.5","","-4.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2015-11-23","2015","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-24","2015","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-25","2015","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-26","2015","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-27","2015","11","27","†","12.0","","3.5","","7.8","","10.2","","0.0","","11.6","","0.0","","11.6","","0","","","","",""
"2015-11-28","2015","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-29","2015","11","29","†","4.5","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-30","2015","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-01","2015","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-02","2015","12","02","†","7.5","","-4.0","","1.8","","16.2","","0.0","","4.0","","0.0","T","4.0","","0","","","","",""
"2015-12-03","2015","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-04","2015","12","04","†","6.5","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-05","2015","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-06","2015","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-07","2015","12","07","†","3.0","","-2.5","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-08","2015","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-09","2015","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-10","2015","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-11","2015","12","11","†","13.0","","5.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-12","2015","12","12","†","16.0","","7.0","","11.5","","6.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2015-12-13","2015","12","13","†","15.0","","11.0","","13.0","","5.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2015-12-14","2015","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-15","2015","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-16","2015","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-17","2015","12","17","†","10.5","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-18","2015","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-19","2015","12","19","†","3.0","","-4.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2015-12-20","2015","12","20","†","5.5","","-5.0","","0.3","","17.7","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"2015-12-21","2015","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-22","2015","12","22","†","11.5","","4.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-23","2015","12","23","†","15.5","","1.0","","8.3","","9.7","","0.0","","10.4","","0.0","","10.4","","0","","","","",""
"2015-12-24","2015","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-25","2015","12","25","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-26","2015","12","26","†","9.5","","","M","","M","","M","","M","18.4","","0.0","","18.4","","0","","","","",""
"2015-12-27","2015","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-28","2015","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-29","2015","12","29","†","6.5","","-2.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-30","2015","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-31","2015","12","31","","","","","","","","","","","","","","","","","","","","","","",""
